user_id,tweet_id,tweet_text,class,tweet_text_clean
user0292,3b5c093a95a3,No descansaré hasta que se me noten más los huesos,anorexia,descansar notar hueso
user0293,999fb9790559,"-Qué van de 200 a 800 calorías?

-Lo es todo",anorexia,ir caloría
user0294,2aa4ccbcc575,El pescado blanco no puede faltar en una dieta sana y equilibrada y una dorada como esta es una opción perfecta para consumirlo. #mercadodelapaz #mercadosdemadrid #pescado #pescaderia #lacentral #pescadoblanco  #dorada,control,pescado blanco poder faltar dieta sano equilibrado dorado opción perfecto consumir él
user0295,583a311d4842,"Después de casi un mes de comer en exceso, comida de la calle, exceso de alcohol, dormir a deshoras y malos hábitos intentó regresar a mi vida normal  retomar los hábitos es lo más difícil",control,después casi mes comer exceso comida calle exceso alcohol dormir deshora malo hábito intentar regresar vida normal retomar hábito difícil
user0296,d88d96826c3d,"Crema de calabaza y boniato al curry. Con unas migas de atún y nueces  ¿Os gustan las cremas de verduras? ¿Cuál es vuestra preferida?
•
•
 er  ing #cenareal https://ift.tt/2KQCySI",control,crema calabaza boniato curry uno miga atún nuez gustar crema verdura cuál preferido er ing
user0297,b5ec0eb6a1b8,Sentarme y que no se me hagan rollos es el mayor sueño de mí vida #ana #mia  #anorexia #bulimia #proana #promia #ed,anorexia,sentarme hacer rollo mayor sueño vida
user0298,5c19989e90b7,"WINGSPORT apuesta por una metodología de entrenamiento específica e individualizada para que las personas logren sus objetivos con seguridad y eficacia.
#gym  #entrenamiento #oposiciones #Training",control,wingsport apuesta metodologir entrenamiento específico individualizado persona lograr objetivo seguridad eficacia
user0299,1af63107637b,"Y me siento tremenda FRACASADA 1 UNA SEMANA NOMÁS, antes duraba meses y ahora UNA PUTA SEMANA, me doy asco #ana #mia  #anorexia #bulimia #proana #promia #ed",anorexia,sentir tremendo fracasado semana nomás durar mes ahora puto semana dar asco
user0300,b0ea77f110a0,Lo mas hermoso que vi en el año $correr seguido 22m y quemar 200 kcals #ejercicio #BuenaSalud  #nomasgorda,anorexia,mas hermoso ver año correr seguido m quemar kcals
user0301,d5d87418a13d,"""Es un camino muy difícil, pero intentaré llegar al final""",anorexia,camino difícil intentar llegar final
user0302,49eec9dcc8c7,"Me acabo de poner una meta, 4 kilos en este mes. Si lo consigo me permitire comprarme una sudadera ancha a la que le he echado el ojo ;) dadme animos  !!!",anorexia,acabar poner meta kilos mes si él permitire comprarme sudadero ancho echado ojo dadme animo
user0303,0921f7d7a61a,"Hoy me tocó pesarme.
400gr menos

#anaymialifestyle  #anaymiaforeverfriends #anaymiaarequeen #anaymiaporsiempre #anaymiatips #thinsp0 #collarbones #thighgaps #skinny #diet… https://www.instagram.com/p/Bujn2nmgWUU/?utm_source=ig_twitter_share&igshid=tr95s82bs55z …",anorexia,hoy tocar pesar yo gr menos
user0304,91b1d9f36e2e,"Si hoy estáis pensando en ir a hacer la compra, os dejamos unos consejos ya que llevar una dieta saludable y equilibrada depende mucho de la forma en cómo hacemos la compra 
 ing #comida  #saludable #healthy #FelizLunes",control,si hoy pensar ir hacer compra dejar consejo llevar dieta saludable equilibrado depender forma cómo hacer compra ing
user0305,65fd213080ac,Me siento limpia gracias a los laxantes,anorexia,sentir limpio gracias laxant
user0306,8a8ad09843be,"He de reconocer que antes no me gustaban las cremas de verduras, ahora me encantan, empiezo a entender que se puede educar al paladar. 
Crema de calabacín, deliciosa.
#masendocrino #comidasana #cremadecalabacin #soup #verduras #veganfood #vegetales  #recipes #re…",control,reconocer gustar crema verdura ahora encantar empiezo entender poder educar paladar crema calabacín deliciós
user0307,9b03a5730091,“@RosaVintage: No salí a comer porque todos sabemos que el ruido del estómago son aplausos y no hambre. ” @carolaa_ tu ever,anorexia,rosavintage salí comer saber ruido estómago aplauso hambre carolaa  ever
user0308,15553cc7b432,Aparento decir ''Uhh amo la comida es la octava maravilla del mundo'' cuando en mi mente pienso Aghh voy a engordar soy una cerda'',anorexia,aparento decir uhh amar comida octavo maravilla mundo mente pensar aghh ir engordar cerda
user0309,daf4fece0f52,"Lo que daría por tener mis piernas asi 
#skinnylegs",anorexia,dar tener pierna asi
user0310,a1a0e649da00,"no puedo parar de vomitar 
 #bulimia #bulimicgirl #TCA #anorexic",anorexia,poder parar vomitar
user0311,94826e9adc81,"¿Cuál podría ser un plan semanal qué seguir para volverte sano y realmente apegarte a él? 
#HoraDelEjercicio #entrenar #AdictoAlFitness #FamiliaFit #InstaFitness #FitFamilia   #Fitporación #FitDePorVida #EstiloDeVidaFit #CaminoFit TodaLaVida #MetasFit",control,cuál poder ser plan semanal seguir volverte sano realmente apegarte todalavido
user0312,f2d1cf171e72,La báscula es mi peor enemiga,anorexia,báscula peor enemigo
user0313,50772eaf2f74,"Miles de seguidores, millones de likes pero menos de 30 kilos ... http://ow.ly/Ph9V305vwF9  #anorexia #bulimia #delgadez",anorexia,mil seguidor millón likes menos kilo
user0314,939f21bb429b,"Parte del equipo #anmama desde Shanghai comiendo  
Ensalada de kale, batata, queso feta, aguacate, salmón a la plancha y aliñado con frutos secos  ing  #vidasaludable ingredients #HealthyFood",control,parte equipo shanghai comer ensalado kale batatar queso fetir aguacatar salmón plancha aliñado fruto seco ing ingredients
user0315,7204f17e2483,Frutas y verduras de junio! #soydetemporada,control,fruta verdura junio
user0316,977d8a569d4e,"Comiendo tacos sin tortilla, sin carne, y con doble cilantro.",anorexia,comer taco tortilla carne doble cilantro
user0317,26590aedc417,"Nuestros clientes ya nos piden de nuevo patés y nosotros que somos muy serviciales, se los damos de la mejor manera “artesanos de elaboración propia”
Embutidos Artesanos Casa Paredes 
#telovasaperder ... https://www.facebook.com/211131925649985/posts/2074495465980279/ …",control,cliente pedir nuevo patés servicial dar mejor manera artesano elaboración propio embutido artesano casa paredes
user0318,0a4c548a54e6,"Notas que algo en ti cambio cuando desprecias y no puedes ni  ver tu comida favorita 
#Hate#PrincessAna",anorexia,nota cambio desprecia poder ver comida favoritar
user0319,a0b86b1b0e19,fibra para adelgazar ¿funciona? | Carla Diaz TV https://youtu.be/y1VZaE8S9fA  #adelgazar #bajardepeso #quemargrasa #remedioscaseros #remediosnaturales #gym  #ejercicio,control,fibra adelgazar funcionar car él diaz tv
user0320,19bfa20fb893,"Rutina de ejercicios para glúteos.
 
#ejercicio",control,rutín ejercicio glúteo
user0321,a6f6840491eb,"Stay hungry, stay foolish: No seas conformista y ve por más sin importar lo que otros piensen de ti, se auténtico, se único, aventúrate.

#proana #thinspo",anorexia,stay hungry stay foolish conformista ver importar piensen auténtico único aventúrate
user0322,d744ea0b0276,"Un camino hacia la perfección. 'Si no duele, no funciona'.",anorexia,camino hacia perfección si doler funcionar
user0323,fbbb4d1b9491,Totalmente!!! :)  #miércolessinazúcar y  #estilodevidasinazúcar :),control,totalmente
user0324,8303077dde68,Creeis que con 3 calorias al día puedo vivir? Yo creo que sí por que 3 calorias de  son como 300 calorias de #fastfood,control,creei caloria día poder vivir creer caloria caloria
user0325,8d1efd5df5eb,"Si te interesa: esto soy.
[Sólo hablo con princesas y principes de verdad] #proanorexia #proed  #rexybill",anorexia,si interesar sólo hablar princesa principes verdad
user0326,c51ff3f0732d,Menus para la semana del 26 de noviembre al 2 de diciembre de 2018 https://ift.tt/2FApKkI  #dietamediterránea   #comidadetemporada #comidadeproximidad #MásMercadoYMenosSupermercado,control,menu semana noviembre diciembre
user0327,1178b7bfbb3f,"""No me va bien con la comida. No lo entiendo, podría enfrentarme a ello pero cada vez tengo menos fuerzas.""
#MoïraMüller",anorexia,ir bien comido entender poder enfrentar yo él cada vez menos fuerza
user0328,63f6f7fa3d94,"¿Disfrutar de la #comida sin pensar en las #calorías ? 
¡@eatfine_es te propone sabrosos #menús para que te cuides durante toda la semana !
Conócenos y da un paso hacia la #vidasaludable 
#Eatfine #Dieta  #nutrición
https://bit.ly/2rHWBdJ",control,disfrutar pensar eatfinees proponer sabroso cuid todo semana conóceno dar paso hacia
user0329,04d017656309,"Necesito una amiga que piense igual que yo, con la que pueda hablar sobre Ana y Mia y no me juzge",anorexia,necesitar amiga piense igual poder hablar ana mia juzge
user0330,c70c549fc5a3,"- y comencé a ser aún más irregular en mi periodo. 

Intenté comer 'bien' pero ahora volví a ser la vaca de antes. +",anorexia,comencé ser aún irregular periodo intentar comer bien ahora volver ser vaca
user0331,f26152607011,A parte de poner en riesgo vuestra salud y poder recaer en una enfermedad que es casi mortal o mortal en algunos casos  1/2,anorexia,parte poner riesgo salud poder recaer enfermedad casi mortal mortal caso
user0332,0a14be49e150,"Ha sido difícil pero aquí estoy. 
.
.
.
.

#dj 
#music 
#musica 
#trap 
#miami 
#argentina 
#reggaeton
 #venezuela 
 
#latinos 
#colombia 
#newmusic 
#europa 
#rd #radio #mexico… https://www.instagram.com/p/BvKF5j8nZbk/?utm_source=ig_twitter_share&igshid=1pbxt76pt5qbt …",control,ser difícil aquí
user0333,df76b6f05b0c,"Barquita de calabacín con pimiento y melva. 
Los calabacines y pimientos están asados con chorrito de aove, sal y ajos. Abrimos una lata de melva en aceite   y listo. 
#cocinacasera #verduras #healtyfood #eating #tastyfood  #comidasana #med… https://scontent.cdninstagram.com/vp/70e81cbe64e50540cda988a54ec9cd04/5CED501A/t51.2885-15/sh0.08/e35/s640x640/50740936_325793004721725_8591934981957793448_n.jpg?_nc_ht=scontent.cdninstagram.com …",control,barquita calabacín pimiento melvir calabacín pimiento asado chorrito aovir sal ajo abrimos lata melvir aceite listo
user0334,4bc94ca89c3a,Máquina de remo ¿Qué músculos trabaja? https://ift.tt/2FfEnGs,control,máquina remo músculo trabajar
user0335,f07729e5ecff,"Ser una princesa , muñeca de porcelana no es fácil  no se si seran un buen camino pero me voy a riesgar",anorexia,ser princesar muñeca porcelán fácil si serar buen camino ir riesgar
user0336,7a761c7b8913,Estaria necesitando un cuerpo asi  #Thispo,anorexia,estario necesitar cuerpo asi
user0337,7f4d81f6d6ae,Música y deporte es la combinación perfecta. ¿Cuál es esa canción que te anima a terminar una rutina extensa de ejercicios? #DetrásDelÉxito #nutricionsaludable #batido #sentirsebien #fit life #tiempolibre #Estilodevida #herbalifenutrition girl,control,música deporte combinación perfecto cuál canción animar terminar rutín extenso ejercicio lifir girl
user0338,dde8a1ad273b,Diferente es mucho mejor que normal,anorexia,diferente mejor normal
user0339,93ecaa9ae366,Me da asco esta sociedad en la que lo saludable es mal visto y donde las mujeres NORMALES siempre tienen que mentir sobre su peso.,anorexia,dar asco sociedad saludable mal visto mujer normal siempre mentir peso
user0340,cde6ce00111e,"Ahora cuenta más la apariencia física q la inteligencia, vigila las conductas de tus hijos  #bulimia #anorexia #Arroyomolinos",anorexia,ahora contar apariencia físico q inteligencia vigilar conducta hijo
user0341,0e7a8308435c,que tan solo te lleves mi vida q no vale nada y esta rejodida y deja en paz a quien realmente quiere vivir   hasta los huesos,anorexia,tan solo llev vido q valer rejodido dejar paz realmente querer vivir hueso
user0342,3f68b8e9f8b3,"Prometiste el cielo y me dejaste en el infierno, prometiste la delgadez pero no me contaste las consecuencias de ello...",anorexia,prometiste cielo dejaste infierno prometiste delgadez contastar consecuencia él
user0343,f70aeb0cce7a,Cuando esté así estaré satisfecha  #thinspo  #anorexia #SuicideGirls #suicidio,anorexia,así satisfecho
user0344,432cbbe728b4,Cuando te levantas y sabes que hoy tenes gym al menos unas 5 horas.  Eso es bueno.   #Anorexia #Bulimia,anorexia,levanta saber hoy tén gym menos uno hora bueno
user0345,3ffa139b06a8,Feliz día del SuperPadre  #DíadelPadre,control,feliz día superpadrir
user0346,28fc1a550e07,Fingir que todo está perfecto mientras duele.   #Anorexia,anorexia,fingir perfecto mientras doler
user0347,cc9644b58576,"sentarte y que tus piernas suficientemente gordas aumenten x3
 #bulimic #bulimia #bulimianervosa #anorexia #anorexic #TCA",anorexia,sentarte pierna suficientemente gorda aumentar x
user0348,4ff88b66c8fc,Aveces el dolor es muy necesario,anorexia,avez dolor necesario
user0349,881d44a90377,Necesitó convivir con más gente que comparta la misma idea que yo  y no con gente que se la pase tragando comida tan antojable :c,anorexia,necesitar convivir gente compartar mismo idea gente pasar tragar comida tanto antojable c
user0350,941d937fa322,"Hay que moverse todos los días 
Y promover hábitos saludables, si os interesa podéis echar un ojo a las #pegatinasrealfooder que estoy digitalizando para poder aplicar en colegios y en casa y animar a niños a comer   (+1) un punto por día conseguido",control,mover él día promover hábito saludable si interesar poder echar ojo digitalizar poder aplicar colegio casar animar niño comer punto día conseguido
user0351,2bad3f7990d7,"Miras al espejo, sientes dolor, pero en tu mirada se refleja fuerza, esfuerzo, no derrota.
Rompe limites, supera miedos, llega ALTO  
#smartfit  #guy #tatto #gym #RT #Reto60DíasGym",control,mira espejo sient dolor mirada reflejar fuerza esfuerzo derrota romper limit superar miedo llegar alto
user0352,59af14c5ad28,"Wok de verduras y pollo. Repetid conmigo:

F A C I L
R A P I D O
R I C O

Más complejo no indica que sea mejor y más sencillo no indica que sea peor.

#Sevillahoy #dietistanutricionista #Salud #SaludyBienestar #Saludable #wok  #Salud
#saludable #fitnesslife #healthy",control,wok verdura pollo repetid conmigo f c i l r p i d r i c complejo indicar mejor sencillo indicar peor
user0353,778bf3084e55,"he bajado 8kg pero sigue sin servirme 
 #bulimia #bulimic #bulimicgirl #anorexia #anorexic #anorexiaeetclub #TCA #ED",anorexia,bajado kg seguir servir yo
user0354,3793da8a1e92,"Me dais asco puro y duro los que enaltecéis el movimiento , me vale que tengáis cosas, todos las tenemos. Pero un poco de por favor.",anorexia,dais asco puro duro enaltecéis movimiento valer cosa favor
user0355,6319fe4f53ed,Hoy me he levantado con la boca seca. Es la primera noche que no como nada entre horas.  por fin me estan salvando.,anorexia,hoy levantado boca seco primero noche horas fin estar salvar
user0356,bbc24cc68542,"Mañana ayuno parcial, no como hasta la 19, y voy a seguir haciendo ayunos parciales hasta poder lograr como antes los ayunos completos #ana #mia #anorexia #bulimia  #proana #promia #ed #tca",anorexia,mañana ayuno parcial ir seguir hacer ayuno parcial poder lograr ayuno completo
user0357,3b25732ba504,Me odio tanto ... Tanto que no sé qué hacer  #depression #anorexia #bulimia #selfinjury #HowtobePerfect #HowToBeAPrincess,anorexia,odio saber hacer
user0358,9db26fc6a018,"Entren en http://my.w.tt/UiNb/9Vu0GcnWhD  ahí subo diariamente lo que como y tips tb 
ya baje casi 2k en 5 días #dieta  #calorias #thinspo",anorexia,entrir ahí subo diariamente tip tb bajar casi k día
user0359,c948998caf6e,"69 ,68,67  peso actual  66  peso ideal : 55 #ana  #wanna #wannabe #mia http://instagram.com/p/tppdlkA1v7/",anorexia,peso actual peso ideal
user0360,3219725fb528,Una princesa que ríe quema más calorías.,anorexia,princesar reír quema caloría
user0361,7215dc07fae3,#thinspo  tienes que trabajar por lo que quieres!,anorexia,trabajar quier
user0362,fbcf970a1970,"Pesaba 55,anorexia
Hoy me voy a ir a pesar espero haber bajado 
Pd:mi altura es 1,60",anorexia,pesar anorexia hoy ir ir pesar esperar haber bajar pdmi altura
user0363,02694e31c8af,"Un chicle, agua, un cigarro, comerse las uñas, un te, todo todo TODO menos comida. #MALDITAOBSESION maldita adicción",anorexia,chiclar agua cigarro comer él uña menos comida maldito adicción
user0364,7.89E+13,"""Si voy a morirme, al menos espero morir delgada""",anorexia,si ir morir yo menos esperar morir delgado
user0365,219e0a1b0e60,Mi vida transcurre en estar contando calorias todo el dia.,anorexia,vida transcurrir contar caloria diar
user0366,a531f3b3d9d1,"Dadas las circunstancias, inicio ayuno de agua está misma tarde.
#DontEat  #Ayuno #Princesas #PorGorda #QuieroIrALaPlaya",anorexia,dado circunstancia inicio ayuno agua mismo tarde
user0367,b22b24df3598,"¿Tu fin de semana ha sido sedentario y has tenido una dieta poco saludable?   

Te lo ponemos fácil, ¡te ayudamos a conseguir una rutina sana! 

Solicita una prueba de entrenamiento gratuita en el centro Sano de tu ciudad aquí   http://www.sanocenter.es 

#Salud",control,fin semana ser sedentario dietar saludable poner fácil ayudar conseguir rutina sano solicitar prueba entrenamiento gratuito centro sano ciudad aquí
user0368,e23dd6bf2dc2,"Con lagrimas en mis ojos, en silencio, vomito mis penas, vomito mi tristeza..
Todo tiene su principio.",anorexia,lagrima ojo silencio vomito pena vomito tristeza principio
user0369,5d30140bfc79,"Hoy os traemos de la mano de Carla estas lentejas estofadas con verduras, ¿no tienen pintaca? da calorcito con solo ver el plato 
 #nutricion ing #foodporn #healthy #FelizMartes #legumbres #receta #verduras  #saludable",control,hoy traemos mano car él lenteja estofada verdura pintacar dar calorcito solo ver plato ing
user0370,7a08bd988c2b,"Sentadilla split propio cuerpo para trabajo de #piernas y #glúteos con Rosy

https://www.youtube.com/watch?v=Ik1YQg9K9Yo …

 #legday #gluteday",control,sentadilla split propio cuerpo trabajo rosy
user0371,2ebe05f4c8b0,La vida es como una droga y la unica manera de dejarla es suicidarse.  #Ihateme #yanopuedo,anorexia,vida droga unico manera dejar él suicidar él
user0372,3e1abcfa1fb9,Cada vez que me siento mi estomago se apreta ... Duele mucho... No sé que será... Aveces me asusta,anorexia,cada vez sentir estomago apreto doler saber avez asusta
user0373,08daeeab7276,"Natilla sin lácteos ni harinas ni nada refinado ni artificial, sí se puede! Cremosa, aterciopelada;partimos de arroz integral en grano;mermelada alcalina,de mi curso navideño la semana pasada #Vegan #veganfood #HealthyLife #organicfood #vegan  #glutenfree #HealthyEating",control,natillo lácteo harina refinado artificial poder cremós aterciopeladapartir arroz integral granomermelado alcalinade curso navideño semana pasado
user0374,471f420b8afd,"Es un alivio poder despertar y ver que tu peso está más bajo que ayer pero no es suficiente nunca lo es.

#analimia
#gordabulimica",anorexia,alivio poder despertar ver peso bajo ayer suficiente nunca
user0375,b8e14a6d1173,"¡7 días, 7 razones para entrenar!
-
Sábado: Porque la satisfacción de haberse superado a uno mismo no tiene precio #sigamosadelante #nossobran #razonesparaestarenforma  #exito28madrid",control,día razón entrenar sábado satisfacción haber él superar mismo precio
user0376,c2a2934be5c7,"¿Qué mejor para la #Obesidadinfantil q motivar a niños a comer sano? @NTPMUEVETE
Priorizar la  ,pq comer bien,sienta bien.
Para eso son las #pegatinasrealfooder  un punto (1)por cada día superado
Para el cole (merienda saludable) o en casa
¿Os gustan?",control,mejor q motivar niño comer sano ntpmuevete priorizar pq comer biensienta bien puntir cada día superado cole merienda saludable casa gustar
user0377,54dcecb276ba,"Este fin de semana pasado, parte del equipo #Anmama cocinando en Cercedilla para un curso.
Ensalada de col lombarda y rabanitos con nueces, wok de verduras con garbanzos al toque de comino y cayena, y hamburguesas de mijo y tahin.
#realfooding  #HealthyFood #comersano",control,fin semana pasado parte equipo cocinar cercedillar curso ensalado col lombardir rabanito nuez wok verdura garbanzos toque comino cayenar hamburguesa mijo tahin
user0378,02fb54e9b280,"600 normalmente con límite de 700 y 700 con limite de 1000 en ocasiones muy especiales si es menos de 500 mejor :)
#proana  #thinspo",anorexia,normalmente límite limitar ocasión especial si menos mejor
user0379,250a932cd6ce,#bajardepeso  Cinco ejercicios para dar forma y volumen a tus pectorales,control,cinco ejercicio dar forma volumen pectoral
user0380,e9b2dca4fff7,Laxante lo mejor. De la vida.,anorexia,laxante mejor vida
user0381,3bb22dcb7d3e,Los chicles sin azúcar también distraen,anorexia,chicl azúcar distraen
user0382,f342fa819791,Cuando aparece un #realfooder en la Sexta y no quiere comerse una croqueta ultraprocesada.,control,aparecer sexto querer comer él croqueta ultraprocesado
user0383,7ab316173868,Gorda por todas partes #brazosgordos #gordos  #brazos  #dreamskinny https://instagram.com/p/-qq49LHEws/,anorexia,gordar todo parte
user0384,f6bceb455291,no destrosen sus cuerpos ni busquen ser aceptadas por que en uds esta la escencia de mujer sea como sean son joyas preciosas,anorexia,destrosen cuerpo buscar ser aceptar uds escencia mujer joya precioso
user0385,ecaec913ebbf,"¿ Por qué no te quieres un poquito & dejas de comer ? 

-Lo que nadie te dirá a la cara pero lo pensará mil veces.
#ProAna  #DontEat",anorexia,querer poquito dejar comer nadie decir cara pensar mil vez
user0386,5da789000410,Los lunes en casa comemos legumbres. Comenzamos la semana con unas lentejas sin piel con encurtidos. #FelizLunes #Recetas #comidasaludable,control,lunes casa comer legumbr comenzar semán uno lenteja piel encurtido
user0387,40e481da87c1,Siento dolor de estar tan gorda,anorexia,sentir dolor tanto gordo
user0388,390128594b3f,"Otra día más que se vuelve a repetir... Tengo frio en pleno invierno siento mi corazón latiendo todo el tiempo, solo tomo agua",anorexia,día volver repetir frio pleno invierno siento corazón lateir tiempo solo tomo agua
user0389,2d3696b29ae4,Sientes vergüenza y al probarte vestidos te rayas  #nosonsoloespejismos,anorexia,sient vergüenza probarte vestido rayas
user0390,26db316dd638,"A los gordos no los quiere nadie... 
#ProAna  #thinspo",anorexia,gordo querer nadie
user0391,ca5744994573,¿Por qué tienen tanto éxito las páginas Ana y Mía? http://psicologiaypsicoterapia.com/anorexia-bulimia-ana-y-mia … #anorexia #bulimia,control,éxito página án
user0392,b4df20966d3b,Segundo día de ayuno.. #reto15dias,anorexia,segundo día ayuno
user0393,17e7cfd6710e,"¿Se acuerdan de los tennis que cuando caminabas prendían?
Pues los míos nunca prendieron porque yo no pesaba. 
#thinspiration",anorexia,acordar tennis caminabas prender pues nunca prender pesar
user0394,9b6eff4adeb4,Recién me levanto de una siesta que la verdad valió la pena porque estaba con hambre y así pasé un rato largo sin tragar... #ana #mia #anorexia #bulimia  #proana #promia #ed #tca,anorexia,recién levanto siesta verdad valer pena hambre así pasé rato largo tragar
user0395,daa6c40baa9e,"Dos dias rompí la dieta de manera hermosa y ahora me siento fatal, pero lo tragado quien me lo quita.  jajaja",anorexia,dos dia rompí dietar manera hermoso ahora sentir fatal tragado quitar jajaja
user0396,f2f5c2ba72dd,No puedo seguir muriendo lentamente.   #Anorexia #Bulimia,anorexia,poder seguir morir lentamente
user0397,766612d68655,"algún consejo para um abdomen plano ? 
#instachile #instalike  #deporte",anorexia,alguno consejo um abdomen plano
user0398,5fefc1270724,"Mi abuela haciéndome la intriga de que yo no como por días, ya va a mandar a llamar al doctor D:",anorexia,abuela haciéndome intriguir día ir mandar llamar doctor d
user0399,8e855a7dc3b7,"Hace 4 años que la abandone... Y porfin hoy empece desde cero a ser princesa 
(no fue mucho..pero..por algo se empieza)",anorexia,hacer año abandonar porfin hoy empecir cero ser princesa muchoperopor empezar
user0400,b211cf2fcd4f,En sabes que fallaste cuando has comido,anorexia,saber fallaste comido
user0401,85d894fad197,"Si isieran una fila de a quien le doy asco... Seria la primera en la fila y mi familia la segunda....
 
#malditavida",anorexia,si iseír fila dar asco seriar primero fila familio segundo
user0402,73bcdc514981,"Este aliento a ""estómago vacío"". #proana #anorexia",anorexia,aliento estómago vacío
user0403,d7bc15e98da5,Jajaja  y sus consecuencias (-_-)' el ser humano siempre hace las cosas sin saber lo que vendra ush a recuperarme ps no hay de otra.,anorexia,jajaja consecuencias ser humano siempre hacer cosa saber vendra ush recuperar yo ps
user0404,34dec7293d7a,Mejorando el pace por medio minuto.. Excelente #workout #fit  #saludable #salud #runner #running #correr #health #panamarunners #BoldRunners #Panama https://www.instagram.com/p/BvP8vCyHYrv/?utm_source=ig_twitter_share&igshid=i6ietp64rekx …,control,mejorar pacir medio minuto excelente
user0405,1ffd75f6b2d0,"¿Por qué el ideal de belleza que se transmite es de delgadez, de infrapeso?

#anorexia #bulimia #belleza 

 http://ow.ly/zbPwT",anorexia,ideal belleza transmitir delgadez infrapeso
user0406,bcc6c6fda581,Has vivido alguna vez esa sensacion d despertar en la manana y sentirte triste y cansada de saber q debes sobrevivir otro dia mas,anorexia,vivido alguno vez sensacion d despertar manán sentirte triste cansada saber q deber sobrevivir dia mas
user0407,ab574f83739c,Comer no es bueno  #Princesas,anorexia,comer bueno
user0408,a186173a8f83,Amputándome una pierna para poder alcanzar mi peso ideal,anorexia,amputándome pierna poder alcanzar peso ideal
user0409,50f1a9cf0b54,"El desayuno, mi comida preferida del día 
Hay que ir cogiendo fuerzas 
#aguacate  #tomate  #aceite #coffee  #cafe #rawfood #raw  #nutriciondeportiva #healthyfood #nutrition #nutricion #nutritionist #breakfast #desayuno #delicious #lomejordeldia #yummy",control,desayuno comida preferido día ir coger fuerza
user0410,7891f70854e2,Buenas noches! Hora de cenar!  #dieta,control,buena noche hora cenar
user0411,6213c340e0bb,"""En la piscina no me bañaba ni me quitaba la ropa porque estaba muy insegura"" Testimonio #anorexia #bulimia  http://ow.ly/Ar4Wy",anorexia,piscina bañar quitar ropa inseguro testimonio
user0412,b6784157688a,"Lo que hoy parece un sacrificio,  mañana será el mayor logro de tu vida.  No te rindas. 

#frases 
#frasesanaymia",anorexia,hoy parecer sacrificio mañana mayor logro vida rinda
user0413,d0db50056ee5,Ser una princesa cuesta,anorexia,ser princesa costar
user0414,985f2f49271e,¿Que huesos te gustan más? #proana #thinspo,anorexia,hueso gustar
user0415,7594a3cf1ffc,"Anchoas caseras para un desayuno rico en Omega 3
#lowcarbdiet #alimentacionsaludable  #adelgazar #dieta #realfooding https://www.instagram.com/p/BuGENONH6Iu/?utm_source=ig_twitter_share&igshid=dtrezjtic0ov …",control,anchoas casera desayuno rico omegar
user0416,d480d0ae66c4,"Tengo hambre y no tengo sueño, y si mejor muero para no comer, se puede Dios?, si gracias #ana #mia #bulimia #anorexia #proana #promia",anorexia,hambrir sueño si mejor muero comer poder dio si gracias
user0417,ad2e2dd931ce,"✞No lo intentes, solo hazlo.✞#anorexia  #bulimia",anorexia,intent solo hazlo
user0418,2ba34a50552a,"Nunca te des por vencido

Gracias revista Runnin.  Excelente frase
  Nunca dejes de correr 
Si se puede #runningteamsuperacion  #salud #healthylifestyle #healthyfood #ejercicios 
 motivation
#yoelegicorrer #runningteamsuperacion",control,nunca des vencido gracias revista runnin  excelente frase nunca dej correr si poder motivation
user0419,586aed74c733,Por qué esta sociedad aplaude la cultura de la delgadez y nos insiste en ella en verano? http://ow.ly/zzV1r  #anorexia #bulimia,anorexia,sociedad aplaudar cultura delgadez insistir verano
user0420,1bc52dfa22c0,"Comenzamos nuestro proyecto de alimentación #Realfooding en el ACE, queremos aprender a comer  con @nutri_rivers :)",control,comenzar proyecto alimentación acir querer aprender comer nutririvers
user0421,0d714ae50feb,"Fitness con propósito. Compra tu boleta ya en http://www.ticketexpress.com.co 
Y unete a la vision de la fundación Cathy Salguero ""sanando la vida de un niño""
#fundacion #niños #colombia … https://www.instagram.com/p/BvP6GSggVtR/?utm_source=ig_twitter_share&igshid=1tessbnkl3hur …",control,fitness propósito compra boleto unete vision fundación cathy salguero sanar vida niño
user0422,b3abad8f2f9d,Así han probado hoy los distintos aceites nuestros/as alumnos/as en el comedor. No han dejado ni un trocito de pan mojando en el plato. #sodexo #dietamediterránea  #megustaelcampohermoso @ CEIP Campohermoso — at CEIP Campohermoso https://www.facebook.com/136563014698/posts/10157078835279699/ …,control,así probado hoy distinto aceite nuestrosa alumnosa comedor dejado trocito pan mojar plato ceip campohermoso at ceip campohermoso
user0423,7a088fcb499d,"Festivo: día en el que puedes entrenar, irte a pasear e incluso de senderismo acompañado a ser posible y con comida saludable.

No excusas. Si oportunidades.

#Sevillahoy #Salud #SaludyBienestar #saludable  #Nutrición #fitnessaddict #fitnesslife",control,festivo día poder entrenar irte pasear incluso senderismo acompañado ser posible comida saludable excusa si oportunidad
user0424,c7c3ba0e010c,"Hoy ha sido un día asqueroso, mis ´´amigas´´ pasan de mí y creo que hasta me critican y encima me veo mucho mas gorda aagg... ayudaa",anorexia,hoy ser día asqueroso amiga pasar creer criticar encima ver mas gordo aagg ayudaar
user0425,19c429cd060d,"Quiero ser delgada, encantadora, etc ...
#thinspo  #ana",anorexia,querer ser delgado encantador etc
