class,tweet_id,tweet_text_clean,word2vec_0,word2vec_1,word2vec_2,word2vec_3,word2vec_4,word2vec_5,word2vec_6,word2vec_7,word2vec_8,word2vec_9,word2vec_10,word2vec_11,word2vec_12,word2vec_13,word2vec_14,word2vec_15,word2vec_16,word2vec_17,word2vec_18,word2vec_19,word2vec_20,word2vec_21,word2vec_22,word2vec_23,word2vec_24,word2vec_25,word2vec_26,word2vec_27,word2vec_28,word2vec_29,word2vec_30,word2vec_31,word2vec_32,word2vec_33,word2vec_34,word2vec_35,word2vec_36,word2vec_37,word2vec_38,word2vec_39,word2vec_40,word2vec_41,word2vec_42,word2vec_43,word2vec_44,word2vec_45,word2vec_46,word2vec_47,word2vec_48,word2vec_49
anorexia,a1a0e649da00,pued par vomit,0.10254088,-0.14211546,-0.51946706,-0.076843895,0.09899197,-0.010807182,0.34209976,0.5256415,-0.6226215,-0.33251688,0.19617932,-0.6138456,0.5789117,0.49014607,-0.18837881,-0.015475343,0.27195856,0.6398507,-0.96461993,-0.87619734,-0.0052042273,0.007694321,0.92805624,-0.30290833,-0.53740495,0.44179595,-0.042562768,0.13950688,-0.47839963,-0.09421062,0.571867,-0.32708356,-0.7537162,0.09452838,-0.8479898,0.28141436,0.7539093,0.21676624,-0.13148272,-0.3080893,0.766829,0.15556215,-0.546544,0.38050464,-0.22057863,-0.07929147,0.23101519,0.087744795,0.57785004,0.13851942
control,94826e9adc81,cual podr ser plan semanal segu volvert san realment apegart todalav,0.0012895261,-0.43770465,0.04838057,-0.27714026,-0.41176125,-0.32672593,0.73513585,0.98559874,-0.70996433,-0.09355518,0.46871707,-0.838351,0.81179374,0.3289583,-0.13599986,0.14111322,0.005920853,0.30466774,-0.45045146,-0.40530625,0.34614998,0.5660523,0.012513638,-0.2178923,0.8276398,0.55683374,0.030027162,0.2812134,-0.41407213,0.01771789,0.22115165,-0.40977743,-0.19701052,0.98893714,-0.46364328,0.16935085,-0.28259313,-0.44578755,-0.5074425,-0.07327258,0.887456,0.061842676,0.19864555,-0.67607623,1.0004277,-0.4918234,-0.17301546,-0.3092655,0.3326801,-0.73175734
anorexia,f2d1cf171e72,bascul peor enemig,0.09498396,0.27067718,0.27831945,-0.24261332,0.34351483,-0.80337137,0.12706965,0.13314073,-0.14707099,-0.14949755,0.85388327,-0.6802888,0.0063597164,0.86386967,-0.21156164,0.004892558,0.32733175,0.48838028,-0.59740514,0.11741983,0.23005366,0.9321096,0.3768687,0.6556089,-0.11401984,-0.0063706837,0.0497549,-0.278133,-1.1126574,-0.32919714,0.12990476,-0.010023847,-0.28958893,-0.3101245,-0.13026501,0.7687667,0.7500226,0.7687752,-0.607977,-0.36168596,0.675253,-0.29016748,0.060654026,1.0007097,0.33265388,0.53284365,0.27903223,-1.1835223,0.2677149,0.5149389
anorexia,50772eaf2f74,mil seguidor millon lik men kil,-0.6669612,-0.23578759,0.22969966,0.019563476,-0.33333823,-0.7778401,1.0366442,0.365913,0.3689424,-0.8079811,0.0027428865,-1.05628,-0.14802895,0.15965535,-0.36639094,0.2462777,0.170362,0.1009408,-0.65837884,-0.31064695,-0.12059069,0.5484721,0.058924798,-0.231384,-0.3899418,0.4273666,-0.021006545,0.06334567,-0.82131314,-0.10429374,-0.046895992,-0.12889327,0.8249824,0.2494638,-1.4747282,0.20406748,0.0030357738,-0.5371495,-0.41676763,-1.0636543,1.151113,0.288709,-0.053566605,-0.06471618,0.83958524,0.0024333298,0.41470695,-1.0354977,1.0619277,-0.074122764
control,939f21bb429b,part equip shanghai com ensal kal batat ques fet aguacat salmon planch aliñ frut sec ing ingredients,0.81016856,-0.32388073,0.00069275586,-0.038428355,-0.2851863,-0.7823134,0.2559558,1.1784661,-1.1410404,-0.35347667,-0.10119423,-0.39809898,0.6833872,0.5999117,-0.82965416,0.17584372,0.8187295,-0.42757335,-0.41622388,0.5073738,0.4812929,-0.11165808,0.6607805,-0.03779236,0.15142788,-0.24500622,-0.102538645,-0.091159746,-0.7780918,-0.12542127,0.25215793,0.041178755,-0.68226624,-0.23532909,0.39636636,0.80955833,0.055855703,-0.12488748,-0.18826832,-0.41214848,0.94537735,-0.84089893,-0.2523876,-0.032231655,0.16302346,0.3481957,-0.6334089,0.07850827,0.11469104,-0.16076203
control,7204f17e2483,frut verdur juni,0.22818603,-0.45970902,0.3604281,-0.47421637,-0.29644835,-1.0192447,0.8877012,0.5534627,-1.0199685,-0.7762804,-0.5023702,-0.2958106,0.6210628,0.5839661,-1.1038302,-0.091533035,0.5453239,-0.068959065,-0.64123446,1.171845,-0.069647335,0.01351846,0.3480787,-0.5681402,-0.07235801,-0.76335615,0.060944956,-0.07287075,-0.55959874,0.5262904,-0.374094,0.24027526,0.08647322,0.27743852,-0.0012916146,1.1019869,0.25123405,-0.75522333,-0.47608164,-1.2197822,0.5985475,-0.79466397,0.8501406,0.5035029,0.08023807,0.82761914,-0.32353988,0.09411476,1.073908,0.017650148
anorexia,977d8a569d4e,com tac tortill carn dobl cilantr,-0.04859597,0.11671707,0.113514625,0.3792071,-0.9609495,-0.70406157,0.79866743,0.5585181,-0.22276236,-0.41336057,0.36724043,-0.4720188,-0.3308444,0.5798922,-0.26179636,-0.12529065,0.97107315,0.13546644,-0.88885045,0.11446241,0.31555256,-0.018327162,0.04670511,-0.31934646,0.37815377,0.24541108,-0.21081387,0.10373678,-0.60663307,-0.12828569,0.53590256,0.59978706,-0.22492564,0.5883306,0.0600283,0.4897363,-0.29781282,0.13690384,-0.5622344,-0.32397845,0.87793183,-0.4709301,0.23131816,0.14600344,0.07814903,0.26016,0.039396178,0.17846255,0.32215214,0.29701105
control,26590aedc417,client pid nuev pates servicial dam mejor maner artesan elabor propi embut artesan cas pared,-0.4821644,-0.48414567,-0.14091268,0.26576647,0.29011387,-0.3755921,0.52849805,-0.04617285,-1.2954606,0.09898679,-0.011752685,-0.8546835,0.3256424,-0.14104325,-1.0530168,0.11769487,0.49279803,0.21589284,0.16486053,-0.14215976,-0.21466127,0.9417711,0.7169872,-0.103244945,0.3138219,0.65944505,-0.17369725,-0.47896343,-0.09361459,0.19042386,0.14435664,0.29801652,-0.41463834,0.5818027,-0.5456048,0.3582152,0.26361272,0.5550514,-0.086414345,0.32647887,0.8289864,0.2866698,0.96273774,0.25425214,0.8705029,0.13675104,-0.37660822,-0.40515354,-0.12290848,-0.19060868
anorexia,0a4c548a54e6,not cambi despreci pued ver com favorit,-0.33789656,-0.23869602,0.059647452,-0.3597675,-0.19488558,0.09345937,0.57447994,0.8917847,-0.55351114,0.045047205,-0.27307597,-0.44886217,0.4728252,0.25993773,-0.46094528,-0.21041325,0.6770248,0.6884251,-0.42215833,-0.7968272,-0.23353982,0.027401844,0.6146881,-0.25253445,-0.029837804,0.006216616,0.26109087,0.17893513,-1.1102344,0.31293398,0.3615593,-0.4128078,-0.110222146,0.09710489,-0.0891561,-0.3430283,0.46655396,-0.46567777,-0.01914846,-0.2732738,0.42857623,-0.51711935,-0.12916419,-0.15509322,0.4697399,0.105087124,0.24493583,-0.2595171,0.42942938,-0.15846373
control,a0b86b1b0e19,fibr adelgaz funcion carl diaz tv,-0.1099337,-0.18725492,-0.01520672,0.81607336,0.6395359,-0.8049602,1.2547352,0.5405174,0.25937727,-0.2241915,-0.32992947,-0.46570837,0.5334786,1.1627173,-1.274285,-0.4467518,0.23795815,-0.19379532,-0.6089565,-0.269179,-0.2629582,0.42437783,0.7854534,-0.7781782,-0.6656808,-0.40668967,-0.85649157,0.3614521,-1.0215439,0.0036131393,0.25514737,-0.25206313,0.4451759,0.343313,0.5812418,-0.077550925,-0.68041515,-0.5255732,-0.48035946,-0.913451,0.5206847,-0.92091686,-0.11616232,-0.19822602,0.93136805,-0.69030887,-1.0664008,-0.20660995,0.057620525,0.14923553
control,19bfa20fb893,rutin ejercici glute,-0.7335426,0.38485375,0.53511256,0.38968727,-0.21400376,-1.2619318,0.8977545,0.4674946,-0.5563042,-0.6411596,0.07882271,-0.37361035,0.2692891,0.009936078,-0.15850331,0.31393483,0.42856598,0.041855585,-0.41141787,-1.1327046,-0.10962006,0.4375589,0.24400388,0.07624203,0.018113123,0.9420833,-0.39471257,-0.5750901,0.12033678,0.34540376,0.3748503,0.03140949,0.41558135,0.8178399,-0.4143753,0.8234877,0.20773697,-0.85100394,-0.92671824,-0.7263763,0.46128106,-0.705131,0.26721868,-0.2896329,0.6750905,-0.41873848,-0.49745348,-0.3791586,-0.28585517,-0.08472526
anorexia,a6f6840491eb,stay hungry stay foolish conform ve import piens autent unic aventurat,0.27691177,-0.28787255,-0.40910748,-0.4063533,0.4814231,-1.3828403,0.40033197,0.57745904,-0.7263745,0.14780019,0.42480543,-0.7110143,0.012803113,0.7184087,0.040629487,-0.07477557,0.2563773,-0.065149345,-0.38947412,0.38452396,0.41327134,0.18720846,1.3790789,-0.30371273,-0.26787984,0.1420375,-0.49566442,0.68811256,-0.35410684,-0.41736934,0.13250421,0.14038204,-0.7187493,-0.14336595,-0.9811947,0.40043366,-0.56577146,0.4090973,-0.6173349,-0.62142426,0.8063679,0.33982614,0.31419536,-0.7808298,0.12164517,0.30064633,-0.07075177,-0.4935068,0.43676326,-0.29421365
anorexia,d744ea0b0276,camin haci perfeccion si duel funcion,0.38294545,0.4236422,-0.4278723,0.32186612,0.6043953,-0.030544488,0.8967753,1.4519596,0.19274783,0.021935781,-0.35319567,0.04110655,0.62122715,0.44270286,-0.41526225,-0.30526203,-0.25602177,0.6575557,-0.7735016,-0.21226776,0.5787013,0.54904515,0.31152996,-0.09179834,0.49524617,0.93152237,-0.65846735,0.48764515,-0.66299415,-0.3965634,0.062049627,-0.22946179,0.3389195,0.58742404,-0.50175357,-0.04072547,-0.21056318,-0.060699612,-0.32868382,-0.39418924,0.71766907,-0.5055439,0.34895286,-0.34125236,0.85514313,-0.48312542,0.04637872,-0.6692827,0.37254953,0.5752259
control,fbbb4d1b9491,total,0.28400543,-0.70896703,-0.832759,0.1247756,1.0871644,-0.024154326,1.193315,0.7309962,-0.4227645,-1.4156991,0.5564911,-2.4141018,0.59865916,-0.35671598,0.0041217813,0.3240703,-1.2826533,1.0279442,0.38841715,0.043173455,0.4978387,0.6674853,0.22559741,-0.4957996,0.7228702,0.86862063,0.315072,-0.4896797,-0.51338845,0.6329214,0.0045960327,0.24460937,-1.2395037,0.33663294,-0.82571006,1.472837,-0.26268128,-0.66395867,-0.23680271,0.19694039,0.5573812,0.10124286,0.11777848,-0.3663546,1.0744623,0.22631834,-1.0727258,0.18959391,1.0867965,0.21688235
control,8303077dde68,creeis calori dia pued viv cre calori calori,-0.5654537,-0.89933616,-0.079973765,0.101181746,-0.38836807,-0.14090674,0.047256734,0.8045194,-1.0160149,-0.5994149,-0.54936355,-0.61510444,-0.24783051,0.13231358,-0.23182134,0.16007274,0.46021935,-0.35573384,-1.3323898,-0.24312228,0.30595645,0.41050115,0.010266617,-0.7407965,0.24502158,0.121356964,0.60986936,0.38508743,-0.5676601,0.39515442,-0.2892065,-0.50759375,-0.379241,-0.36160314,-0.7769282,-0.09425357,0.35880423,0.6455238,0.09442289,0.15049993,0.6734749,0.015881471,0.1569376,-0.3120054,0.8299674,-0.030378612,-0.20762879,-0.72161615,0.08299861,0.21493512
anorexia,8d1efd5df5eb,si interes sol habl princes princip verd,-0.46810213,0.63280874,0.19364963,-0.29034847,0.23138294,-0.29524544,0.46305236,0.8298488,-0.5584453,-0.12115447,-0.0354469,-0.36331955,0.27864674,-0.45331082,-0.49712706,-0.023128431,0.27893916,0.46096677,-0.7188606,-0.6232372,0.57820666,0.3228068,0.4041515,0.45800367,0.28364098,0.1580464,0.44534138,0.88362896,-0.5830191,0.061943557,0.4858393,0.07653789,0.09540154,-0.1098268,-0.4243975,0.49294308,0.4378538,-0.280216,-0.23961368,-0.42523786,0.6302968,0.07377068,-0.3872461,0.3189915,0.78504336,-0.222033,-0.16746041,-0.48366693,0.37498018,0.22254641
control,c51ff3f0732d,menus seman noviembr diciembr,-0.8315097,0.3078783,-0.20035753,1.0084081,-0.3525799,0.35444444,0.62082994,0.40050036,-0.012104586,0.253689,0.12770654,-0.48734817,0.54551476,0.25668922,-0.64606667,0.018283062,1.0720594,0.3002129,-0.18979496,-0.11507631,-0.2657166,0.8485553,0.9552457,0.09329444,0.085156456,0.3864189,-0.43145818,0.0560517,-0.26755464,-0.80285645,0.33059862,-0.07002297,0.12424342,0.47816777,0.09509751,1.5394936,0.38576818,-0.27732202,-0.054348517,-0.6855229,0.56154305,0.1206153,-0.016808845,0.17363718,0.14231259,-0.09615341,0.38095194,-0.4908077,0.26422003,0.02352341
anorexia,1178b7bfbb3f,va bien com entiend podr enfrent ello cad vez men fuerz,-0.19752216,-0.305625,-0.3530383,0.0077411965,-0.0327163,-0.34864894,1.0320009,0.50997615,-0.3891611,-0.48908088,0.32770586,-0.30667308,0.3340746,0.71355295,-0.2038617,0.58166564,0.38890454,0.35215485,-0.9143328,-0.015444365,-0.049734876,0.08679122,0.10520337,0.18756157,0.51121897,0.57291484,0.34827548,-0.12420625,-0.8947756,-0.521143,-0.47280768,-0.4502451,-0.26069728,0.40814972,-0.45511296,0.0030931735,0.8959719,-0.046372402,-0.48043683,-0.46262935,0.79566115,0.2265804,0.18365121,-0.20653348,0.82758355,-0.28543204,0.1154648,-0.20122288,-0.27244788,0.46368426
control,63f6f7fa3d94,disfrut pens propon sabros cuid tod seman conocen da pas haci,-0.5461765,-0.21004824,-0.32707483,0.18261617,-0.11040442,0.04105236,0.17631748,0.91151506,-0.4907533,-0.11939084,-0.14466277,-0.10089822,0.76064783,0.31868172,-0.36639035,0.51060843,0.41413948,-0.32574832,-0.9584764,-0.5009868,0.051074374,0.5032012,1.0364412,0.38352013,0.05904547,0.9887769,-0.5554396,0.6921281,-0.5095681,-0.21034211,0.18455319,0.086589426,-0.55998784,0.024211537,-0.05163702,0.78494686,0.13992392,-0.2270049,0.30852023,-1.1808019,0.9362394,-0.39426184,0.110572465,-0.3389537,0.09244635,-0.08416948,0.579506,-0.19987701,0.3357241,-0.14434041
anorexia,04d017656309,necesit amig piens igual pued habl ana mia juzg,-0.06323675,0.2858675,-0.19619507,-0.23576339,0.17908514,-0.61234504,0.3585076,0.7132383,-1.1300483,0.13054858,-0.51450235,-0.9289233,-0.12718512,0.7352053,0.17799538,-0.033277802,0.19786662,-0.08518496,-0.49887732,-1.1492325,0.5144283,-0.30290052,0.6718955,-0.12786585,0.31599978,0.15252613,-0.057692103,0.38918728,-0.71595263,0.13826665,-0.17964855,-0.4647283,-0.7451826,-0.17881912,-0.24102348,-0.13945323,0.55329937,-0.07716321,-0.43278092,-0.15360224,0.7424247,0.5076718,-0.18330422,-0.0924483,0.45752478,-0.18534917,-0.24731067,-1.4203379,1.0632894,0.056948885
anorexia,c70c549fc5a3,comenc ser aun irregul period intent com bien ahor volv ser vac,-0.40752622,0.025419803,-0.2620891,0.08415059,-0.34400937,-0.05566707,0.5606696,0.41239414,-0.51536065,0.033345226,0.76556367,-1.0951098,0.271957,0.65215415,-0.12659459,0.12985596,0.088401854,0.56230116,-0.1882527,-0.45761204,-0.007129977,0.065565236,0.13206874,-0.2171522,0.6086069,-0.011178936,0.17183359,0.6129238,-0.71762466,-0.0127916485,-0.14266308,-0.26445642,-0.018657016,0.018757388,0.03404101,0.0062796324,0.76228577,0.33953962,-0.5399792,-0.813394,0.3366516,0.045843963,0.00798928,-0.24540009,1.1310412,-0.1630234,-0.31246647,-0.1537026,0.5022613,0.24399392
anorexia,f26152607011,part pon riesg salud pod rec enfermed casi mortal mortal cas,-0.12113409,-0.50102085,-0.2947937,0.44733083,0.02272859,0.05749567,0.37609017,0.66405123,-0.80877876,0.09547388,-0.23608871,-0.28587052,0.15840444,0.70348984,-0.9274824,0.47598112,0.3232244,0.42316368,-0.29328346,-0.36627197,-0.058807302,0.7957363,0.9848108,0.53418446,0.30595475,0.9171368,0.3494055,0.522046,-0.7980515,-0.19445887,0.10856655,0.13236436,0.037544798,0.051311255,-0.015881391,0.25997165,0.12868516,-0.7854739,0.47934896,-0.0011223216,1.5149937,-0.48610422,0.10901498,-0.14696635,0.19728045,-0.2660144,-1.1451503,-0.76636165,-0.09691865,-0.060512528
control,0a14be49e150,sid dificil aqu,-0.47241685,0.42898467,-0.11013511,-0.1834106,-0.031920195,0.5690434,0.42241582,1.067839,-0.6505812,-0.4356285,0.108299024,-0.21101175,0.9685817,1.0841914,-0.71270686,-0.8942666,0.020434678,0.47289956,-0.7489462,-0.13960364,0.78770584,0.5085725,0.18212695,-0.17656441,0.8211511,0.7290427,0.5525909,-0.25627592,-0.56467414,-0.5018026,0.16865253,-0.23399551,-0.43850622,-0.0314925,0.30806267,0.3928512,0.22906636,-0.8384878,-0.53654224,-0.48013532,0.9400762,-0.78769714,-0.67835826,-0.3344765,0.5819861,-0.382751,-0.44637832,-1.1050771,-0.004264275,-0.20691718
control,df76b6f05b0c,barquit calabacin pimient melv calabacin pimient asad chorrit aov sal ajos abrim lat melv aceit list,0.070871525,-0.25120276,0.19823511,0.23106435,-0.2411905,0.056544393,0.7039922,1.0931214,-1.2379063,-0.7140043,0.53745633,-0.50887,0.6258406,0.8323874,-0.6865882,-0.027241778,0.6035994,-0.43416613,-0.8520359,-0.047711708,-0.30884212,-0.38114142,0.8611126,-0.78545254,0.7451097,-0.76733446,-0.1774285,-0.71389854,-0.53329647,-0.05726142,0.65127355,0.44098926,-0.36725983,0.4636754,0.58275604,1.333528,-0.2968467,0.8590382,-0.587759,-0.24195749,0.16805542,-0.11899162,-0.12532687,-0.26546353,0.4599405,-0.059603848,0.23258221,-0.024986776,0.20305933,0.123869464
control,4bc94ca89c3a,maquin rem muscul trabaj,-0.097870156,-0.7730137,0.21223418,-0.26725808,0.69601846,-0.48152626,0.23704149,0.47250432,-0.3218416,0.11525023,0.18113393,-0.7139177,0.001128355,-0.3296265,-0.50850123,0.1945359,0.36010668,0.15729327,0.4046366,-0.61481255,0.03338416,0.846977,0.67932487,-0.12065425,-0.20050684,-0.30389014,-0.53042054,-0.28692794,-0.68737334,0.060223,0.45273328,0.09687923,-0.5087013,-0.395537,-0.53160095,0.16963378,-0.7690309,-0.37616432,0.5325285,-0.9262675,0.6705459,-0.6076878,-0.87398374,-0.18403327,0.7787732,-0.12258577,-0.31643215,-0.43192723,0.19543518,0.1359075
anorexia,f07729e5ecff,ser princes muñec porcelan facil si ser buen camin voy riesg,0.1679771,0.23923315,0.21423969,0.3144033,-0.16596769,-0.3146411,0.63203186,0.89935756,-0.29952684,-0.025158633,-0.2758722,-0.15783548,0.39833987,0.053509746,-0.11670821,-0.10978618,-0.29078758,1.131599,-0.6820239,-0.536285,0.38403672,0.41663352,0.34540442,0.27090257,0.5627523,0.45205525,0.0139102,0.70912987,-0.8075454,0.23755117,0.11864138,0.518132,-0.3417119,0.34615305,-0.43647125,0.2550836,0.38875258,-0.089647725,-0.13150448,-0.37230918,0.4474664,-0.40964946,0.0677439,-0.20352449,1.0346888,-0.1862752,-0.71157175,-0.5806496,0.16268478,-0.00520848
anorexia,7a761c7b8913,estari necesit cuerp asi,-0.035498902,-0.3505764,-0.6904415,0.15914884,0.006161703,-0.5295898,0.23810093,0.8526238,-0.50910974,-0.05163224,0.12162697,-0.53696704,0.6586927,0.25160366,-0.07410021,0.20277776,0.24305013,0.28395253,-0.30551225,-0.27610853,0.06034776,-0.069271296,0.6306804,0.004579425,-0.43566132,0.2846423,-0.08240141,0.5778339,-0.098385595,0.5321821,0.2650104,0.20596537,-0.20557114,0.06676951,-0.16961823,-0.38563782,0.4680151,-0.4603172,-0.20221268,0.06748838,0.77257884,-0.4040811,-0.21314639,0.109461725,0.85224664,-0.32845193,0.2418107,-0.7810149,0.35746413,-0.021658018
control,7f4d81f6d6ae,music deport combin perfect cual cancion anim termin rutin extens ejercici lif girl,-0.25671154,0.060308404,0.52550805,0.46743864,-0.16540375,-0.66757715,0.54731005,0.8592161,-0.8558104,-0.6249025,0.2031483,-0.72708726,0.34794596,0.115459494,-0.19247554,0.44802573,0.18849573,-0.25696725,-0.57346404,-0.44285515,-0.3916457,-0.033197094,0.16404349,-0.048045985,0.3593412,0.70375514,0.088727154,-0.24644691,-0.20710424,0.08050322,-0.16759688,-0.18034762,0.39728197,1.4388556,-0.7314668,0.5753856,-0.029999414,-0.5729339,-0.48007283,-0.92254895,0.4465219,-0.21382505,0.15492555,-0.60974514,0.8427051,-0.15514956,-0.3542075,-0.8621779,-0.21053329,-0.48089135
anorexia,dde8a1ad273b,diferent mejor normal,-0.30256516,-0.55790466,0.3766996,0.04067148,0.71925,-0.2825786,0.2950859,0.84204406,-0.53303534,-0.55709106,-0.6457329,-0.51246923,-0.13633035,0.07851983,-0.37842336,0.14413542,0.1521133,0.39852086,-0.06722319,0.5243392,-0.6002991,-0.28268436,0.77877617,0.16198088,0.002341668,-0.32246014,-0.15156175,-0.13289225,-0.8869632,0.068289496,-0.3122958,-0.3749218,-0.33683977,0.2903643,-1.0664696,0.15903006,1.4244785,0.30109334,-0.097768195,-0.35543478,1.1391884,-0.6522111,-0.31207427,0.5258978,0.6484254,0.27796388,-0.28245637,-0.52983,-0.4112667,0.11557931
anorexia,93ecaa9ae366,da asco socied salud mal vist mujer normal siempr ment pes,-0.086372636,-0.2772938,-0.082266204,-0.26918408,0.37621644,0.6228149,0.3468916,0.855792,-0.4969183,-0.036303964,-0.15127191,-0.29649627,-0.037259847,0.6632896,-0.5626309,0.7589108,-0.005161001,0.16558935,-0.3099024,0.13331814,-0.07661631,0.0032129267,0.92944664,-0.19433884,0.48614827,0.6006493,-0.6533816,0.429129,-0.63409525,-0.29778275,0.08665734,-0.1326357,-0.14974295,-0.3281157,-0.63339806,0.558082,0.88019806,-0.0077705677,0.23457521,-0.83737814,0.78861195,-0.35316724,0.041456327,-0.030275805,0.68128186,0.47649306,0.31730634,-1.1066358,0.030090798,-0.37459514
anorexia,cde6ce00111e,ahor cuent aparient fisic q inteligent vigil conduct hij,-0.9429847,-0.01730156,-0.41201508,-0.17079228,-0.062370915,-0.008678649,0.23963101,0.49155152,-0.59280276,0.56331235,-0.19782491,-1.1114492,0.094809435,0.3275485,-1.1420789,0.14051482,-0.9253652,-0.20621353,0.17537668,-0.16046236,0.4438509,-0.1728105,0.7409248,0.10896265,0.41576397,0.6867017,0.19454601,-0.77039844,-0.5515603,0.05339373,-0.6329333,-0.27561563,-0.23929352,0.11267613,-0.27310336,0.6345875,0.3530103,-0.29961625,-0.15688984,-0.9891044,0.9650349,-0.22757173,0.36038125,0.4280928,0.64242435,-0.09420753,-0.28172886,-0.36219597,0.8915847,0.072849534
anorexia,0e7a8308435c,tan sol llev vid q val rejod dej paz realment quier viv hues,-0.3950237,-0.9023898,-0.10777001,-0.24556619,-0.24152295,0.024286475,0.32465866,0.7782164,-0.35099477,-0.35185224,-0.120944895,-0.65254563,0.690621,0.6973654,-0.31696096,-0.011471281,-0.38716215,-0.12644394,-0.19621886,-0.44081026,0.830362,0.5739197,0.5143581,-0.6211646,-0.014287384,0.4781236,0.115246095,0.16657123,-0.28447428,0.044849515,-0.16317567,0.26228446,-0.13067636,-0.102142535,-0.5143832,-0.00865773,0.53034216,-0.2609338,-0.12805517,-0.46290275,0.6319939,0.14120494,0.3031927,-0.09149219,1.3653113,-0.057873283,0.1294892,-0.6865734,0.35410732,-0.34280583
anorexia,3f68b8e9f8b3,promet ciel dej infiern promet delgadez cont consecuent ello,-0.004219585,-0.4899174,0.25230157,0.11386902,0.16177386,-0.7897765,0.55911905,-0.13531786,-0.41966003,-0.4211346,0.43484235,-0.40752745,0.37633947,0.515047,-1.3759208,0.3229933,-0.49697044,-0.073182635,-0.15635401,-0.3327262,-0.22671135,0.027157735,0.21121436,-0.74903154,0.07008332,0.29716328,0.060193572,0.07908707,-1.1719527,-0.5896553,0.12886971,0.26955637,-0.35861397,0.025476065,-0.31943077,-0.055152237,0.6026528,0.08287031,-0.14553759,-0.1760423,0.14814383,0.13317908,0.23992075,-0.36718673,1.4208717,0.3914305,-0.124303564,-1.1670916,0.044749692,0.8019183
anorexia,f70aeb0cce7a,asi satisfech,-0.0016527176,-0.4037582,-0.79683775,0.37442955,-0.13081793,-0.65173906,-0.056644857,0.7949715,-0.85415316,-0.13536727,0.5511155,-0.20016082,0.34062004,0.49501434,-0.098116726,-0.19854914,0.34517154,0.19521265,-0.7110275,0.07089083,0.019512426,0.4517282,0.34214762,-0.5168745,-0.17500897,0.29762763,-0.44472924,0.6520842,0.10414946,0.2339297,0.51697403,0.43207,-0.28956768,0.37512589,-0.14533105,0.45689526,0.23896532,-0.3049903,-0.19900844,-0.29321566,-0.00022405386,-0.63015556,0.04293789,0.33831206,0.52190834,0.07121576,0.28186414,-0.032692216,0.4902228,0.56987506
anorexia,432cbbe728b4,levant sab hoy ten gym men unas hor buen,0.5601475,-0.34238896,-0.14314406,-0.2084016,0.008729177,-0.56219196,0.63201225,0.5882404,-0.34283128,-0.90133315,-0.28449166,-0.741309,0.39118624,0.24785884,-0.55612814,-0.0185198,0.3340502,0.15919697,-0.8512131,-0.23219949,0.1538732,0.98853564,0.32611525,-0.2889533,-0.17780392,0.4876418,0.032462116,0.5180822,-0.8104851,0.05647652,-0.19896315,-0.01952658,0.018836226,0.2741594,-0.3310312,0.4502176,0.48841843,0.2980995,-0.7019721,-0.59976244,0.089033514,-0.18945599,-0.17124373,-0.5378937,0.5065044,-0.6033421,-0.23389761,-0.0428461,0.5728365,-0.084540956
control,3ffa139b06a8,feliz dia superpadr,0.09025221,-0.20981242,-0.0026249492,0.62561756,-0.31544214,-0.8001072,0.5100729,0.4324155,-0.60634524,-0.22019772,0.08003094,-0.9277787,0.3568897,0.1739986,0.30172485,0.29158553,0.35666212,0.86594874,-0.23909487,-0.27273774,0.07659102,-0.26390567,0.025876962,-0.31273174,-0.039813306,0.014918845,-0.15668035,-0.1124259,-0.5711529,0.24280202,-0.1683107,-0.14888807,-0.2495289,-0.46629074,-0.3421552,0.6761956,0.16955914,0.0142283365,-0.41485658,-0.24195826,0.97266936,0.14644794,0.23764722,-0.37023115,0.15563525,-0.24589343,-0.002271168,-0.7084647,0.10173597,-0.41793278
anorexia,28fc1a550e07,fing perfect mientr duel,0.32954395,0.6878545,-0.24699524,-0.2793379,0.45715117,0.35098273,0.58006114,0.9945376,-0.33568722,-0.29305086,-0.26460573,-0.940283,0.5302518,-0.19521819,0.03479983,0.75286627,0.29881382,0.55354685,-1.2587934,-0.77779007,0.4273382,-0.09350212,0.09763839,-0.16514659,0.017273583,1.0996698,0.07840359,-0.60745704,-1.0892633,-0.2916091,-0.5381447,0.24574481,0.8743451,0.6649228,-0.64647293,0.46071476,0.43569073,0.42496932,-0.01532248,0.059197195,0.4045503,-0.73212266,0.4952014,-0.22288173,1.1990273,0.34033877,0.21567345,-0.573482,0.32394814,0.33281896
anorexia,cc9644b58576,sentart piern suficient gord aument x,0.17535158,0.050476294,-0.34149134,-0.8686349,0.1312354,-0.57364887,0.25877693,0.6465645,0.047242496,-0.16388825,-0.2697793,-0.7827999,0.2547889,0.38476047,-0.9071042,-0.42719248,0.2707468,0.46650323,-0.42855373,0.14826308,0.44093975,0.9305899,1.1182805,-0.1279099,0.2795881,0.37691084,-0.7257338,-0.33373204,-1.0369395,-0.008113116,0.13811652,0.2369705,0.5505412,-0.6980937,-0.8687261,0.38073674,0.67863446,-0.30835852,-0.6228804,0.052219894,1.0544571,-0.1033211,0.7611659,-0.3316907,0.44606826,-0.9473731,0.43930352,-0.74072504,0.89354247,0.32872674
