class,tweet_id,tweet_text_clean,word2vec_0,word2vec_1,word2vec_2,word2vec_3,word2vec_4,word2vec_5,word2vec_6,word2vec_7,word2vec_8,word2vec_9,word2vec_10,word2vec_11,word2vec_12,word2vec_13,word2vec_14,word2vec_15,word2vec_16,word2vec_17,word2vec_18,word2vec_19,word2vec_20,word2vec_21,word2vec_22,word2vec_23,word2vec_24,word2vec_25,word2vec_26,word2vec_27,word2vec_28,word2vec_29,word2vec_30,word2vec_31,word2vec_32,word2vec_33,word2vec_34,word2vec_35,word2vec_36,word2vec_37,word2vec_38,word2vec_39,word2vec_40,word2vec_41,word2vec_42,word2vec_43,word2vec_44,word2vec_45,word2vec_46,word2vec_47,word2vec_48,word2vec_49
anorexia,02fb54e9b280,normal limit limit ocasion especial si men mejor,-0.15293506,-0.5976459,0.035595726,-0.25776485,0.46512696,-0.17406657,0.6702016,0.51614666,0.030812688,-0.71432716,-0.16615008,-0.3001975,-0.2199916,0.017794427,-0.6573057,0.38059527,-0.011094257,0.2960653,-0.12761599,-0.018192906,-0.14730081,0.26238889,0.2151925,-0.17712218,0.07581352,0.37913013,-0.16524091,-0.13861582,-0.8113043,0.2987394,-0.5297407,-0.5628797,-0.24907477,0.6253768,-0.9367062,0.13615224,0.66985166,0.011311354,-0.35631773,-0.8721571,1.5525857,-0.34308165,0.14640075,0.39223975,0.7294667,0.4722416,0.20814687,-0.45228243,0.108212344,0.27150375
control,250a932cd6ce,cinc ejercici dar form volum pectoral,-0.24637617,-0.42680243,0.31712493,0.06225304,0.63175493,-0.8111705,0.4284327,0.752472,-0.6642216,-0.47804806,0.18761362,-0.6084072,0.31216997,0.16867645,0.24417035,0.49896216,0.14788203,0.34832242,-0.034981947,-0.66744536,-0.34141123,0.99871844,1.371138,0.20888563,-0.19936116,1.1041127,0.0053548836,-0.2575664,-0.22968554,0.8597602,0.22608347,-0.3908126,0.0035633296,0.36064205,-0.49746618,0.66356194,0.35624316,-0.414346,-0.36071885,-0.4710594,0.45105568,-0.6685419,0.16290756,-0.33006874,0.31486994,-0.09197908,0.11112273,-0.8876832,0.08344686,0.3426005
anorexia,e9b2dca4fff7,laxant mejor vid,-0.15947907,-0.21848226,-0.15721156,0.1593583,0.16268761,-0.24241067,0.28602317,0.3188323,-0.5254654,-0.11345106,0.15484478,-0.15311193,0.50871235,0.032275617,-0.61657095,-0.5048965,-0.029004684,0.10341257,-0.18524443,-0.38023683,0.06550252,0.25755605,0.6678539,-0.8827486,-0.33260167,0.15370828,-0.015968174,-0.08132823,-0.64820594,1.0364227,0.11406246,-0.5983409,0.030837206,-0.29646668,-0.7100212,0.1871181,0.88037485,-0.1191372,-0.23356892,-0.5348297,0.6345634,0.40569046,-0.10322531,0.025829116,0.68167585,0.027349195,-0.07800853,-0.4673946,-0.008117129,-0.16329998
anorexia,3bb22dcb7d3e,chicl azuc distr,0.2761806,-0.40667954,-0.079334326,0.10174439,-0.38269305,-0.023442397,0.7666078,0.059140157,-0.31783247,-0.47550127,0.25911433,-1.4321936,0.119190685,0.027965233,-0.61969304,-0.18622263,0.38847145,-0.05304483,-1.3631697,0.2306168,0.9024028,-0.52369666,0.9811402,0.047088593,0.24644823,0.30262804,0.27070332,-0.8330579,-0.41267207,0.3901024,0.33102,0.42490026,1.0700783,0.3302787,-0.32695022,0.030955004,0.36184168,-0.4675776,-0.2605974,-0.7409196,0.5576057,-0.24993293,-0.93412286,0.2354121,0.23842776,0.09318733,-0.71412563,-0.25230283,0.21358143,0.7857039
control,f342fa819791,aparec sext quier com croquet ultraproces,-0.63183886,-0.15767449,-0.16608697,0.004387647,-0.23084895,0.26950607,0.24757533,0.72355056,-0.36429468,-0.45872584,0.22440512,-0.4373001,0.58622575,0.14252765,-0.7461793,-0.10245813,0.48738444,-0.009483397,-0.45294246,-0.17281437,0.25404325,0.007971191,0.81201935,0.025834577,-0.132103,-0.2639254,-0.010664135,0.22439341,-0.8554912,-0.27849135,-0.20759338,-0.31136152,0.6813405,0.05256352,0.12633024,0.26429603,0.2019407,-0.024833024,0.117621146,-0.49788806,0.46503088,0.6397261,0.13399239,-0.64165956,0.66503876,0.14119323,0.62539756,-0.61357254,0.5874702,-0.14575504
anorexia,7ab316173868,gord tod part,-0.032516565,-0.13930605,-0.66874343,0.087290764,0.14319088,-0.57501954,-0.29736564,0.37966898,-0.22000377,-0.2246917,0.088584244,-0.82434934,0.88002926,0.6157064,-0.15070896,0.74200815,0.11068525,0.3786471,-0.92537373,-0.57283026,0.45888552,0.72651625,0.91742784,0.7696769,1.0419253,0.59730524,-0.4925395,0.4116956,-0.46147624,-0.14020938,0.2835907,0.14899577,-0.3443577,-0.60486037,0.14133333,0.0039473698,0.27226028,-0.4164848,-0.2994968,-0.9060013,1.3371512,-0.34068498,0.22072089,-0.17781758,-0.30403262,-0.27904296,-0.26334777,-0.78792006,0.3442684,0.065337144
anorexia,f6bceb455291,destr cuerp busqu ser acept uds escenci muj joy preci,-0.3464711,0.10505998,-0.83559215,-0.06534859,0.04156164,-0.19246197,0.48203,0.9027022,-0.6759732,-0.30515274,0.16939287,-1.0208919,0.48117256,-0.0182016,-0.043726474,-0.3256439,-0.28111428,0.25040835,-0.1731242,-0.63666016,-0.06635388,-0.023140486,0.38294584,-0.033946652,0.5938951,-0.2152944,-0.3608533,0.5448819,-0.7448575,-0.12316565,0.6323453,0.23410296,-0.25380042,0.13502531,0.39926028,-0.24466524,-0.58130044,-0.53798974,-0.2576521,-0.7586691,0.18504244,-0.35874447,0.16011216,0.29195115,1.1189407,0.056064844,0.15683201,-0.6627142,-0.02439279,-0.20257287
anorexia,ecaec913ebbf,quier poquit dej com nadi dir car pens mil vec,-0.16016841,-0.35937506,0.1630567,-0.2216281,-0.27499232,-0.55309224,0.676045,0.44882303,-0.11083205,-0.6261553,0.099115655,-0.014771968,-0.000969547,0.25629982,-0.73921806,0.3741777,0.37749094,-0.053413533,-0.8900162,-0.7518381,0.24576922,0.48301736,0.63377064,0.05193221,-0.2083532,0.7801682,0.30002913,0.5395487,-1.0995109,-0.14463095,-0.004675871,0.38193455,0.27062005,-0.11810007,-0.4267548,-0.18376207,0.12638864,-0.5558233,-0.070032105,-0.49038967,0.7219738,0.35091215,-0.35681033,-0.030189788,0.50214785,0.3350258,0.30247158,-0.756635,0.53324205,0.021072078
control,5da789000410,lun cas com legumbr comenz seman unas lentej piel encurt,-0.18280844,-0.9163995,0.021108838,0.21690841,-0.24316153,0.013107744,1.0293179,0.21603715,-0.41894078,0.040792886,-0.14916825,-0.3397979,0.34271464,-0.16939655,-0.44990763,0.4810636,0.9763368,-0.04701348,-0.5626095,-0.53873336,-0.14390117,0.98622227,0.8570679,-0.155974,0.43151808,0.3642132,0.35815835,0.20422606,-0.3520339,0.16747813,-0.2006201,0.1144626,-0.37211615,0.42900714,0.23835202,1.0430973,0.7380796,-0.1790383,-0.6450713,-0.4615782,0.36504516,0.27136844,-0.15394971,-0.028791633,0.54379237,-0.7515746,-0.3067108,-0.4820401,0.17681825,-0.5062931
anorexia,40e481da87c1,sient dolor tan gord,-0.9121522,-0.0029687434,-0.44394034,-0.36897695,0.38474467,-0.09158751,0.40058315,0.62387335,-0.0031533688,-0.36168897,0.1372329,-0.75259477,1.1987634,0.46698135,0.04398715,0.019200642,-0.10556988,0.3742279,-0.9442811,-0.79033613,0.46289843,0.39307934,0.78546333,-0.143361,-0.039195403,0.22052354,-0.6195632,-0.15244669,-0.8606038,-0.16526222,-0.2943771,-0.31400585,0.03494805,-0.77074826,-0.6943612,0.080065005,0.44687968,0.50346345,-0.26651096,-0.5206363,0.8568516,0.42042202,0.12558489,0.13552842,0.3430953,-0.04248345,0.53825825,-1.1772184,-0.14211287,0.13271278
anorexia,390128594b3f,dia vuelv repet fri plen inviern sient corazon lat tiemp sol tom agu,-0.73080665,-0.5808646,-0.3862334,-0.17871428,0.5845915,-0.1335383,0.81197983,0.26297104,-0.23991793,-0.44860378,-0.27783167,-0.7471936,0.8501265,0.26446396,-0.1125403,0.047396448,0.504867,-0.31892842,-0.96730137,-0.5686471,-0.031053398,-0.35226882,0.6924619,-0.6952339,-0.20334657,-0.13842684,-0.18301898,-0.118856944,-0.60275215,0.17894077,-0.3318718,0.32556325,0.29348475,-0.43483394,0.4233534,0.5768696,0.43503392,0.17968981,-0.19653796,-0.35956857,0.9792595,0.1478068,-0.18239257,0.17200214,0.63789314,-0.053825535,-0.010312457,-0.50851697,0.71972185,0.22207102
anorexia,2d3696b29ae4,sient vergüenz probart vest ray,-1.1924784,-0.18875985,-0.45070878,0.017737065,0.38332692,0.11030842,0.17118327,0.090308174,-0.010298948,-0.29717138,0.16345495,-0.81279486,0.12159078,0.44403154,-0.15556565,0.16468865,0.5392975,-0.3568426,-0.24866316,-0.25405106,0.40754825,0.04725317,0.92794,-0.25033134,-0.057032086,-0.39964992,-1.1726935,0.018074593,-0.70797145,-0.54370457,0.10404756,0.060476013,-0.09832703,-0.5059668,-0.428022,0.5944205,-0.07075159,0.35349172,-0.73050326,-0.6493958,0.93233454,0.18404034,0.6596893,0.9156256,0.3967789,0.112363674,0.22348456,-0.4945963,0.09926209,0.023582187
anorexia,26db316dd638,gord quier nadi,0.08057762,0.30941483,-0.22594738,-0.24318153,-0.0063558184,0.041573614,-0.025348991,0.40967545,0.20562214,-0.23679365,0.0118518835,-0.5944012,0.56821847,0.49232328,-0.4886006,0.34174183,0.44230422,-0.045723874,-0.6653134,-0.9349379,0.6373802,0.50923187,0.7460222,0.07513532,0.44183895,0.46622512,0.55062896,0.4453846,-1.074269,0.027408471,0.053866792,0.06119424,-0.121351086,-0.59507704,-0.26445886,-0.32103178,0.41790736,-0.42955184,-0.08341763,-0.7780421,0.32132825,0.60259813,0.12114977,-0.19200063,0.9115619,0.07455767,0.40532303,-0.7129245,0.24671791,-0.043178797
control,ca5744994573,exit pagin ana,-0.25159988,-0.3026929,0.19313295,-0.42089644,0.068101354,0.03678293,0.092816554,1.2599839,-0.6786499,-0.34393942,-1.2276955,-0.93031645,-0.23704846,1.192133,-0.29860064,0.4478476,-0.28665277,-0.24233223,0.3516113,-1.1754819,0.20919299,0.60142,0.42920747,-0.105503775,0.17075627,-0.43111262,-0.5810442,-0.8679986,-1.056106,-0.6068887,-0.47018638,-0.10190195,-0.7236683,0.31248227,-0.8278679,0.056043703,0.18878312,-0.36276403,-0.22474015,-0.5189422,0.26800382,0.7635007,-0.13091065,-0.0035046537,0.6995,-0.2216504,-0.43132296,-1.360507,0.8673294,-0.12228779
anorexia,b4df20966d3b,segund dia ayun,-0.15480591,0.51335496,-0.013907194,0.32776257,0.60215354,-0.17142867,0.60221833,0.7030034,-0.46634296,-0.49533582,-0.20781289,-0.6593146,0.16669172,0.21491349,-0.03140964,-0.33943465,0.5654457,0.25895396,-0.83984154,0.19417852,0.18941611,0.7055591,0.05553728,0.023103483,0.20258649,0.4617791,0.31381968,-0.3464415,-0.8470345,0.26265207,-0.15818872,-0.7986691,-0.44717467,-0.48593235,-0.48536727,0.7298432,0.9792049,0.09164441,-0.13683167,0.32371485,1.2116742,-0.06579925,-0.643617,0.09888447,0.42355552,0.10682296,-0.10423384,-0.69668216,0.6006631,0.174291
anorexia,17e7cfd6710e,acuerd tennis camin prend pues nunc prend pes,-0.028282207,0.065644845,0.12737374,0.18223864,0.37849647,-0.50644046,0.50198466,0.8675102,-0.20073548,-0.8289405,-0.58255494,-0.49660632,-0.4558429,0.6310422,-0.8203829,-0.40515912,-0.5355784,0.38645685,-0.4011957,-0.035518516,-0.13085817,0.4853919,0.8779391,-0.31529245,0.8280937,1.0724541,0.26707023,0.6581049,-0.43619782,-0.42280737,0.15489003,0.33559668,-0.026758164,-0.3982174,-0.6397528,0.55825716,0.52465826,-0.10707532,-0.42861816,0.048481956,0.67756176,-0.19402087,0.14858079,-0.3393881,0.7910262,-0.3099309,0.03734559,-0.5971503,0.5175722,0.6106718
anorexia,9b6eff4adeb4,recien levant siest verd val pen hambr asi pas rat larg trag,-0.4531673,-0.15936947,-0.16378416,-0.9577134,0.9314104,-0.22694813,-0.2543681,0.8247991,-0.5497015,-0.34562036,0.14962937,-0.60195094,0.6533517,0.72819644,-0.52027965,0.10064569,0.34795216,-0.2124752,-0.792932,-0.20665903,-0.2707564,0.5255527,0.76189965,-0.38292146,-0.37535894,0.44058278,-0.37741578,0.8338716,-0.4394355,0.14767724,0.38543463,0.29406634,0.3143215,0.5775692,-0.15276143,0.56779677,0.7326543,0.039741803,-0.25301728,-0.43555495,0.21671094,0.033957683,-0.25630185,0.14510266,0.43026027,-0.013094519,-0.08724079,-0.2408532,0.7168285,0.21385933
anorexia,daa6c40baa9e,dos dias romp diet maner hermos ahor sient fatal trag quit jajaj,-0.71642274,-0.3187277,-0.7991779,-0.27899662,-0.15231648,-0.5263978,0.3239245,0.03734031,-0.52368736,-0.28140262,0.6354422,-1.0401276,1.1355262,0.052970845,-0.87602574,0.09428331,0.43418482,-0.01795835,-0.8823073,-0.74160224,-0.086337425,0.15708368,0.4586017,-0.046050876,0.13342908,0.045071945,-0.6605138,-0.28625354,-0.17395176,0.16295387,-0.24043562,-0.30488476,0.10398296,0.116648585,-0.1662298,-0.10804889,1.0528382,0.048201084,-0.42967674,-0.2959241,0.39767015,-0.12370435,0.32521516,0.57603467,0.6851986,-0.24134272,-0.54759747,-1.178953,0.6265037,-0.09450844
anorexia,f2f5c2ba72dd,pued segu mur lent,-0.24744713,0.36297548,-0.61452734,0.28139007,-0.13883525,-0.15929481,0.47467303,0.6316701,-0.1582719,0.36311483,0.026616402,-0.57889897,0.7944962,0.10991171,-0.26902956,-0.26547045,0.042639054,0.29852077,-0.14379254,-0.4790671,0.49045968,0.7146192,0.6601543,-0.04984648,0.4766644,0.5521661,0.17059812,0.36988947,-0.35635275,0.4875393,0.075708374,-0.863302,0.07226473,0.37856433,-0.5707923,0.25505143,-0.30191442,0.0666932,-0.40160298,-0.23361097,0.8743274,-0.003188462,-0.16839111,0.3794628,0.6617861,-0.36495224,-0.07816077,-0.7410271,0.23594001,-0.37564293
anorexia,766612d68655,algun consej um abdom plan,-0.21002936,-0.6405393,0.22056508,-0.680546,0.22261596,-0.6466773,0.47358972,0.54028904,-0.8045595,-0.3896771,0.12628992,-0.8309533,0.5194864,0.499703,-0.13731638,-0.29812688,0.5563831,0.22204414,-1.2011042,-0.26823258,-0.6849596,0.8644201,0.1578972,-0.122674726,-0.38204283,0.44232193,-0.34644642,-0.20070711,0.17739174,-0.37738383,0.6017601,-0.6802864,0.15077506,0.54897606,-0.3243808,1.1177806,0.0028354465,-0.32078433,0.2625761,0.5011585,1.4147252,-0.32231814,0.3287424,-0.59199613,0.7880049,-0.15386376,0.46988907,-0.16400039,0.9227417,-0.1445243
anorexia,5fefc1270724,abuel hac intrig dias va mand llam doctor d,-0.3045362,-0.4228126,-0.38345587,0.3739669,0.0065585673,-0.3235347,-0.41540438,0.7692406,-0.6088662,-0.6926205,0.1878913,-0.7431501,0.28964546,0.4877777,-0.6161868,-0.22904713,0.099158585,0.47219658,-0.93097115,-0.0015998015,0.18646032,0.73708886,0.073092975,0.42745367,-0.29550004,0.24400054,0.625607,-0.24466719,-0.43850332,-0.29561746,0.8699092,-0.37768418,-0.17118579,-0.21560696,-0.36444414,0.3885372,0.86438745,-0.6109087,-0.7774367,-0.58339745,0.7169634,0.23038493,0.41285506,-0.40283632,0.7819729,0.09885718,0.1132071,-0.5435915,-0.05194915,0.17920336
anorexia,8e855a7dc3b7,hac años abandon porfin hoy empec cer ser princes muchoperopor empiez,-0.64019984,0.14263214,0.17093414,-0.2439282,-0.56004643,-0.33467227,0.23188938,0.70047,-0.35176474,0.16063985,-0.56014645,-0.8071873,0.2602111,0.12025487,0.06867774,0.44709387,0.25363818,0.27060124,-0.6703541,-0.6663885,-0.034445822,0.21776272,0.34955472,-0.29930204,0.2738447,-0.108611755,-0.13263159,0.5331538,-0.6690843,-0.063736916,-0.17236963,0.013327413,-0.37454188,0.29879346,-0.48604262,0.14227466,0.71705514,0.07993924,-0.4631999,-0.6354605,0.23692083,0.057046413,-0.5942683,-0.34673607,1.0139492,-0.69951016,-0.12344138,-0.35044977,0.22314934,0.5066841
anorexia,b211cf2fcd4f,sab fall com,0.21923625,0.1060568,-0.4001402,0.009676893,-0.27465948,-0.1562578,0.5724721,0.68991834,-0.46229303,-0.5866529,0.24743009,-0.15134121,0.32734525,0.5725251,-0.4585433,0.058029696,0.14755632,-0.36835322,-0.357919,-0.69375485,0.12043798,0.45548928,0.20904589,-0.22401063,0.23005064,0.5088177,-0.11339122,0.22091047,-0.7450235,-0.27076417,-0.13775533,-0.5482177,-0.6905324,0.20707239,0.32965204,0.32613632,0.49733797,-0.018097658,0.029638523,-0.118190765,-0.28463984,-0.13040847,-0.004909327,-0.2559335,0.29917,-0.22867773,-0.19151306,-0.2653337,0.4381306,-0.16903506
anorexia,85d894fad197,si isier fil doy asco seri primer fil famili segund,0.10435258,0.35729727,-0.09974207,0.055967204,0.21015844,0.32365674,-0.087755606,0.71077645,-0.9271711,-0.00071733893,0.07158142,-0.3533685,0.086533114,0.36892086,0.17906484,-0.32722962,0.41636473,-0.22494653,-0.32466063,-0.16933975,-0.38841724,0.822965,0.56706196,0.09148234,0.5297867,0.76192623,-0.35355392,-0.59730667,-0.73065656,-0.2885594,-0.04251661,-0.5542874,-0.37912235,0.010705559,-1.06812,0.85504806,1.2800984,-0.069449216,0.190954,-0.19849628,0.73887,0.15690562,-0.39226714,-0.06882162,1.1096067,0.29173687,0.006191087,-0.81962264,0.16520452,0.32709417
anorexia,73bcdc514981,alient estomag vaci,0.108681284,-0.35139942,-0.2327445,-0.3351158,0.30714133,-0.7368224,0.35718456,0.9031833,-0.25753233,-0.25248745,-0.0813112,-0.1754716,0.79921895,0.67960745,-0.12898661,0.65449804,0.654033,-0.024276318,-0.80658346,-1.1204796,0.15450561,0.027579725,0.44880113,-0.04658535,0.15780741,-0.12725957,-0.68333405,-0.10410295,-1.079262,-1.0100694,-0.23498249,-0.6883003,0.72824186,0.044097405,-1.1268123,-0.2639639,1.003848,0.5207395,-0.054746497,-0.94001037,0.35719037,0.06366607,0.53553015,0.28324714,0.08129629,0.16549294,0.022230396,-0.6385464,-0.27567434,-0.29958233
anorexia,d7bc15e98da5,jajaj consecuent ser human siempr hac cos sab vendr ush recuper ps,0.38724136,-0.14882432,-0.39708588,-0.24727516,-0.24087667,-0.48603788,0.58890074,0.531609,-0.16760735,-0.07862168,0.7144039,-0.107576974,0.29971564,0.3940101,-0.7456035,0.49724832,0.31346026,-0.42323902,-0.3842173,-0.6316094,-0.100478254,0.21872576,0.51908976,-0.2502065,0.26415315,0.023209194,-0.38155976,0.102545016,-0.2620287,-0.73759484,0.16373707,-0.5596811,-0.32519484,0.11674535,0.10563832,0.18259539,0.7946086,-0.35750946,-0.3764356,-0.92406106,-0.2827824,-0.17903413,0.02451625,-0.23581147,1.0335554,0.2346568,-0.08193616,-1.0258362,-0.009729791,-0.11094687
control,34dec7293d7a,mejor pac medi minut excelent,0.20959127,-0.258577,0.18492952,0.03399883,0.50563616,-0.3918251,0.14022484,0.44677597,-0.09163554,-0.24652669,-0.024849225,-0.6975013,0.44564265,-0.35764503,0.07255599,-0.8406024,0.42299747,-0.30064982,-0.4195405,0.22427161,0.27212912,-0.346263,1.0796893,-0.6797454,0.27652296,0.3404621,0.3396242,-0.285574,-0.41427135,0.10073833,-0.25491238,-0.1619128,-0.37800124,0.2712778,0.13675842,0.5105485,0.6915934,0.2265884,-0.19851105,-0.694577,0.29246658,-0.43451625,-0.38353926,-0.13449636,0.8028413,-0.6324338,-0.34214836,-1.0120345,0.42980853,0.60417694
anorexia,1ffd75f6b2d0,ideal bellez transmit delgadez infrapes,0.91398084,-0.62420124,-0.18214819,0.574616,0.375331,-0.43297377,1.2032058,-0.124823794,-0.54717034,-0.17570925,0.40008926,-0.4079339,0.106454134,0.10973237,-1.3922057,0.021286258,-0.13486591,-0.22559853,0.07259343,0.1270765,0.15355064,0.2131434,0.6208478,0.110554576,-0.2759891,0.30341697,-0.7572281,0.6881896,-0.7288481,-0.09054531,-0.13928089,0.4589157,0.25296432,0.12510857,-0.28429466,-0.23648648,0.27593344,0.15453583,-0.30006236,-0.041106977,0.7730487,-0.37229675,0.5549607,0.121791504,1.572943,-0.078289054,0.03266523,-0.34880608,0.7005661,0.07304983
anorexia,bcc6c6fda581,viv algun vez sensacion d despert manan sentirt trist cans sab q deb sobreviv dia mas,-0.11813392,-0.72063094,-0.18019782,-0.16182818,-0.16545269,-0.5294907,0.15525195,0.9395873,-0.32715344,-0.6987073,0.16637577,-0.5679939,0.4498464,0.5962522,-0.542213,0.7019076,0.00504262,0.015692383,-0.6437156,-0.31262425,0.5632118,0.9107496,0.59151495,0.16208316,0.30465242,0.25605166,0.46092668,0.11889126,-0.5688296,-0.50429255,-0.7086392,-0.4177736,-0.19570567,-0.3615496,-0.7199735,0.27581322,0.7405008,-0.16575521,-0.039573893,0.16096836,0.35669574,-0.24031834,0.22266948,-0.19997844,0.9834263,-0.027547006,-0.13576457,-0.64941096,0.48185307,0.26651883
anorexia,ab574f83739c,com buen,0.04851196,0.034018338,0.13591558,0.3084356,-0.372466,-0.091265514,0.47262168,0.49338204,-0.87435764,-0.37234694,-0.052184194,0.3129372,0.5857186,-0.20686623,-0.43129385,0.15099472,-0.104461074,0.38661426,-0.7933824,-0.2892133,0.28388277,0.44032815,0.38452902,0.18697861,-0.6378782,0.36556643,-0.06236339,0.3839086,-0.61353475,0.16912879,-0.048962772,0.35406566,-0.3465256,-0.018358566,-0.078645065,0.3798543,0.17696312,0.11034579,-0.638152,-0.56397134,-0.19619128,-0.19105355,0.09946752,0.050506234,0.040360004,-0.1828211,-0.17669047,-0.05388825,0.4730749,-0.09368754
anorexia,a186173a8f83,amput piern pod alcanz pes ideal,0.7381615,0.40402806,-0.30791703,0.25405264,0.13355248,-0.51882464,0.4938036,0.5925525,-0.5562234,-0.20203222,-0.39545354,-0.52513623,-0.11834797,0.37118563,-1.0681435,0.031883717,0.75470144,0.3793873,-0.23460366,0.01683187,0.18203427,0.7782127,0.7654381,0.38341084,0.095472336,0.44110712,-0.335624,0.25988987,-0.42621288,0.36626598,-0.21278127,0.08012869,0.68078905,-0.2415344,-0.8193628,0.48118296,0.6024723,-0.4197067,-0.2208912,0.07841337,0.935647,-0.72264415,0.3190851,-0.30400303,0.79372376,-0.548499,0.33617273,-0.3112112,0.87592727,0.12991787
control,50f1a9cf0b54,desayun com prefer dia ir cog fuerz,0.21148393,-0.48954004,-0.08181943,-0.39955243,0.10118288,-0.20223427,0.5967315,0.60596144,-1.0131226,-0.9228252,-0.059511933,-0.74142677,-0.24294424,0.24798213,-0.29212496,0.52151144,0.7590861,0.34533402,-0.85389006,-0.35361084,-0.37341246,-0.16150543,-0.015371996,0.054327674,-0.018183913,0.3800423,-0.0072145634,-0.11039356,-0.60061693,0.043208856,-0.40922818,0.13727187,-0.32613346,0.4075957,-0.023417873,0.2666132,0.6146371,0.0316661,-0.19601831,-0.14013746,0.71706,-0.42322773,-0.42646742,-0.45937422,0.40104675,0.097943865,-0.18302082,-0.54015714,0.15868469,-0.25472805
control,7891f70854e2,buen noch hor cen,0.801395,0.098265246,-0.564498,0.13942073,-0.018638918,-0.72284806,0.35957778,0.18641706,-0.5779526,-0.8508562,-0.2383815,-0.4448932,1.0860806,0.47035527,-0.6858581,0.58246565,0.57126904,0.6022208,-1.3961169,-0.2762962,0.13979001,0.30241534,0.08537911,-0.5012743,-0.2452952,0.14912122,-0.14947966,0.14799613,-0.9164849,-0.19459729,0.1324445,0.007515505,-0.85198355,0.2818275,-0.18484496,0.88043565,0.22165395,0.240055,-0.5541978,-1.4870296,0.094589904,-0.33204544,-0.40019828,-0.66238266,0.14543578,-0.1436204,-0.3186064,0.18307717,0.52787316,0.07650013
anorexia,6213c340e0bb,piscin bañ quit rop insegur testimoni,-0.020390093,0.15904675,-0.34576154,0.4093574,-0.4738772,-0.49605057,-0.29968193,0.57026327,-0.14736776,-0.18084274,0.19831888,-1.4794685,-0.35418078,0.40241647,-0.7772414,0.53269625,0.24924763,-0.12608524,-0.67231417,0.5560381,-0.09113672,-0.14015166,0.6907936,-0.27690685,-0.1315585,0.16010524,-0.6250295,-0.705303,-0.65268725,-0.037704434,-0.07970717,0.18503685,0.5332115,0.55416274,-0.29295287,-0.23233642,0.56300807,0.09082439,-0.5002763,-0.2910019,-0.20246564,0.46535876,0.030388117,0.56379247,1.1024957,-0.31558222,-0.42766216,-0.90722615,0.37020874,-0.52285415
anorexia,b6784157688a,hoy parec sacrifici mañan mayor logr vid rind,-0.12315147,-0.029752009,-0.52109295,0.1392028,0.00055180676,-1.0276374,0.47225726,0.9244983,-0.09118837,-0.24945386,-0.06050615,-0.40308794,-0.048773926,0.08558952,-0.6163396,-0.5615024,0.5677736,0.41751716,-0.73259544,-0.2463173,0.66109544,0.6770077,-0.1343397,-0.43493456,-0.18462554,0.06832255,-0.002093358,0.179063,-0.56783277,0.19992594,-0.667778,-0.18486859,-0.40876126,-0.050955877,-0.42663154,0.6749624,0.5139419,-0.04351151,0.30050004,-0.5562691,0.518795,0.05970955,-0.1506003,-0.14600605,0.9826758,-0.4156826,0.4770406,-0.18787375,-0.15998802,0.1318327
anorexia,d0db50056ee5,ser princes cuest,-0.049998224,0.61274225,-0.47547984,-0.2126867,-0.43660176,-0.5878046,0.68666166,0.824553,-0.5406645,-0.44442272,-0.49013543,-0.20535745,0.7410846,-0.18013124,0.27548954,0.40898564,-0.13033845,0.7509198,-0.7101912,-1.0427917,0.64545536,0.16715263,-0.048050303,0.17913954,0.69672203,-0.10006798,-0.061463732,0.6357904,-1.0571556,0.14982124,0.1210405,0.11979086,-0.49676213,0.7413861,-0.6536519,0.050953317,0.50125307,0.1062845,-0.25970936,-0.8314636,-0.095691286,-0.25985318,-0.37365794,-0.112979256,1.5248084,-0.29414275,-0.15334664,-0.44918418,0.18619013,-0.08828653
anorexia,985f2f49271e,hues gust,-0.26520312,-0.50123787,-0.8033805,-0.5895877,0.5398224,0.13149248,1.0317168,1.6554246,-0.7418299,-0.3320983,0.01259964,-1.1098182,0.17986995,0.40086883,-0.31144342,0.20492476,0.77187157,0.5766348,-0.21235064,0.28339437,1.2665589,0.6546398,0.109323874,-0.35649115,-0.19929565,0.068459496,0.0006275773,0.13434292,-0.77482563,1.2019333,-0.028308459,0.20464265,-0.4608431,1.1271874,-1.3877655,-0.99498916,0.73245156,0.2071603,-0.35586753,-0.4934103,0.64951825,-0.23984966,0.99094844,0.21801105,0.49667114,-0.6191968,0.16422126,-0.21898043,1.1282067,-0.81011087
control,7594a3cf1ffc,ancho caser desayun ric omeg,-0.22008543,-0.17922561,-0.2141273,-0.041446768,-0.4679098,0.46920174,1.0223463,0.59437066,-0.87750834,-0.7075802,0.34514225,-0.21996167,0.3711067,0.16019812,-0.75284266,0.37577257,-0.042020485,-0.0908805,-1.5635146,0.31814098,0.118198134,-0.19182552,0.7149494,-0.4425792,0.55056673,-0.16791785,0.11413574,0.22573087,-0.3707125,-0.35017306,-0.16120856,-0.123677015,-0.28512654,0.68015707,0.177174,1.2720177,-0.15912293,-0.06682168,-0.48264593,-0.015625754,0.8436943,-0.7338932,-0.24170849,-0.72064275,0.52748847,0.0295734,-0.7140199,0.70045054,-0.070648186,-0.18194827
